sentence,frameCount,frames,frameIds,occurrenceCount,sourceDocumentCount,sourceDocuments
"In Asgard, review the first and last names in the SIR database and determine if the names are reversed on the application:",18,Adducing; Appointing; Attention_getting; Being_named; Coming_to_believe; Contingency; Control; Deciding; Duration_relation; Fame; First_experience; Indicating; Kinship; Name_conferral; Ordinal_numbers; Referring_by_name; Relative_time; Using,1601; 1925; 305; 228; 23; 900; 1799; 363; 2121; 1880; 1027; 2090; 104; 221; 1147; 1253; 81; 1141,1,1,procedure/task/multiple_nm_elements.json
"In BCS, select the Results tab and review the Result History , Reports and Exceptions/Errors/Warnings , if generated.",18,Causation; Cause_to_start; Choosing; Condition_symptom_relation; Creating; Earnings_and_losses; Fields; Giving_birth; History; Individual_history; Intentionally_create; Medical_intervention; Out_of_existence; Reporting; Resolve_problem; Statement; Text; Warning,5; 381; 352; 2718; 319; 1873; 1345; 281; 2113; 1906; 280; 2741; 2105; 483; 1523; 43; 298; 2730,1,1,procedure/task/actioning_mfsr_ipoc.json
"In both cases, the officer must review the information to determine if the existing allocation must be modified.",18,Appellations; Attention_getting; Cause_change; Coming_to_believe; Containers; Contingency; Control; Criminal_investigation; Deciding; Existence; Information; Instance; Leadership; Measure_volume; People_by_vocation; Quantified_mass; Reasoning; Trial,2390; 305; 683; 23; 78; 900; 1799; 500; 363; 660; 1591; 132; 73; 155; 1071; 189; 308; 201,1,1,procedure/task/mod_all_others_monies.json
"In FTS, click on the Disqualifications/Disentitlements link to terminate the disentitlement as follows:",18,Activity_stop; Attaching; Cause_impact; Compliance; Condition_symptom_relation; Connectors; Cotheme; Firing; Grasp; Impact; Killing; Make_cognitive_connection; Make_noise; Motion_noise; Relating_concepts; Relative_time; Social_connection; Sounds,166; 197; 395; 117; 2718; 419; 56; 326; 979; 311; 590; 252; 69; 60; 2060; 81; 253; 850,1,1,procedure/task/adjudicating_jd.json
"In FTS, click the Disqualifications/Disentitlements link to terminate the definite disentitlement as follows :",18,Activity_stop; Attaching; Cause_impact; Compliance; Condition_symptom_relation; Connectors; Cotheme; Firing; Grasp; Impact; Killing; Make_cognitive_connection; Make_noise; Motion_noise; Relating_concepts; Relative_time; Social_connection; Sounds,166; 197; 395; 117; 2718; 419; 56; 326; 979; 311; 590; 252; 69; 60; 2060; 81; 253; 850,1,1,procedure/task/avc_modifying.json
"In FTS, determine if a registration number related to the renewal is on file:",18,Amounting_to; Be_subset_of; Cardinal_numbers; Cognitive_connection; Coming_to_believe; Condition_symptom_relation; Contingency; Control; Deciding; Grooming; Placing; Quantified_mass; Quantity; Relating_concepts; Removing; Self_motion; Statement; Submitting_documents,602; 1818; 218; 720; 23; 2718; 900; 1799; 363; 159; 62; 189; 2604; 2060; 63; 64; 43; 1521,3,3,procedure/task/Converting_claim_from_ccb_to_regular_benefits.json; procedure/task/conv_parreg.json; procedure/task/conv_regpar.json
"In FTS, determine if an MA is imposed to stop payments for the out of Canada issue:",18,Activity_stop; Coming_to_believe; Commerce_pay; Contingency; Control; Creating; Deciding; Emanating; Expected_location_of_person; Halt; Locative_relation; Point_of_dispute; Preventing_or_letting; Process_stop; Sleep; Supply; Text; Thwarting,166; 23; 180; 900; 1799; 319; 363; 361; 1619; 1024; 199; 1608; 516; 144; 264; 1346; 298; 518,1,1,procedure/task/aic_out_canada.json
"In FTS, determine if an MA1 is imposed and if there is a registration number for the out of Canada issue:",18,Amounting_to; Be_subset_of; Cardinal_numbers; Coming_to_believe; Contingency; Control; Creating; Deciding; Emanating; Expected_location_of_person; Locative_relation; Point_of_dispute; Quantified_mass; Quantity; Sleep; Spatial_co-location; Supply; Text,602; 1818; 218; 23; 900; 1799; 319; 363; 361; 1619; 199; 1608; 189; 2604; 264; 2905; 1346; 298,2,2,procedure/task/out_canada_regular_ben.json; procedure/task/out_canada_sickness_ben.json
"In FTS, determine if benefits were paid for the period following the date of the death:",18,Coming_to_believe; Compliance; Conferring_benefit; Contingency; Control; Cotheme; Death; Deciding; Food; Frequency; Grasp; Location_in_time; Origin; Personal_relationship; Relative_time; Social_event; Social_event_collective; Time_vector,23; 117; 2721; 900; 1799; 56; 53; 363; 277; 80; 979; 2141; 1103; 102; 81; 125; 2281; 379,1,1,procedure/task/pcidc_nrtprd.json
"In FTS, determine if the claimant’s reports have already been processed for the AOB period being input:",18,Coming_to_believe; Contingency; Control; Deciding; Degree_of_processing; Frequency; Giving_birth; Have_associated; Inclusion; Ingest_substance; Ingestion; Possession; Processing_materials; Reporting; Sex; Statement; Text; Time_vector,23; 900; 1799; 363; 1159; 80; 281; 1933; 1153; 386; 263; 118; 620; 483; 2913; 43; 298; 379,1,1,procedure/task/inputting_aob_mps.json
"In FTS, determine if the earnings in the first week of the claim are lower than the earnings in the first week of the recalculation result:",18,Calendric_unit; Causation; Cause_change_of_position_on_a_scale; Change_position_on_a_scale; Claim_ownership; Coming_to_believe; Condition_symptom_relation; Contingency; Control; Deciding; Earnings_and_losses; First_experience; Measure_duration; Medical_intervention; Ordinal_numbers; Predicting; Resolve_problem; Statement,229; 5; 96; 91; 550; 23; 2718; 900; 1799; 363; 1873; 1027; 224; 2741; 1147; 425; 1523; 43,1,1,procedure/generic/rcr_screen_messages.json
"In FTS, determine if the maximum combination of regular and special benefits have been paid:",18,Aggregate; Amalgamation; Cause_to_amalgamate; Coming_to_believe; Conferring_benefit; Contingency; Control; Deciding; Extreme_value; Giving_birth; Have_associated; Inclusion; Ingest_substance; Ingestion; Key; Possession; Sex; Social_event,103; 790; 13; 23; 2721; 900; 1799; 363; 1596; 281; 1933; 1153; 386; 263; 2743; 118; 2913; 125,2,2,procedure/task/conv_ccb_sick_cc.json; procedure/task/conv_regsick.json
"In FTS, determine if the period of allocation extends beyond the last week processed on the claim:",18,Calendric_unit; Change_event_duration; Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Degree_of_processing; Duration_relation; Frequency; Locative_relation; Measure_duration; Offering; Ordinal_numbers; Predicting; Processing_materials; Relative_time; Statement,229; 1770; 550; 23; 900; 1799; 363; 1159; 2121; 80; 199; 224; 2239; 1147; 425; 620; 81; 43,1,1,procedure/task/allocate_earnings_ws_employer.json
"In FTS, determine if there is a claim that falls within the AOB period:",18,Change_position_on_a_scale; Claim_ownership; Coming_to_believe; Conquering; Contingency; Control; Deciding; Degree; Frequency; Interior_profile_relation; Locative_relation; Motion_directional; Natural_features; Predicting; Spatial_co-location; Statement; Temporal_collocation; Within_distance,91; 550; 23; 2021; 900; 1799; 363; 2001; 80; 1178; 199; 362; 191; 425; 2905; 43; 1895; 1461,1,1,procedure/task/inputting_aob.json
"In FTS, determine if there is a registration number and a stop payment (MA01) for the vacation in Canada:",18,Activity_stop; Amounting_to; Be_subset_of; Cardinal_numbers; Coming_to_believe; Commerce_pay; Contingency; Control; Deciding; Halt; Locative_relation; Preventing_or_letting; Process_stop; Quantified_mass; Quantity; Spatial_co-location; Temporary_leave; Thwarting,166; 602; 1818; 218; 23; 180; 900; 1799; 363; 1024; 199; 516; 144; 189; 2604; 2905; 2709; 518,1,1,procedure/task/avc_section25.json
"In FTS, determine if there is a registration number for the claimant’s report issue:",18,Amounting_to; Be_subset_of; Cardinal_numbers; Coming_to_believe; Contingency; Control; Creating; Deciding; Emanating; Locative_relation; Point_of_dispute; Quantified_mass; Quantity; Reporting; Spatial_co-location; Statement; Supply; Text,602; 1818; 218; 23; 900; 1799; 319; 363; 361; 199; 1608; 189; 2604; 483; 2905; 43; 1346; 298,1,1,procedure/task/inputting_a_claimant_report_eierb.json
"In FTS, determine if there is a registration number for the not unemployed issue:",18,Amounting_to; Be_subset_of; Being_employed; Cardinal_numbers; Coming_to_believe; Contingency; Control; Creating; Deciding; Emanating; Locative_relation; Negation; Point_of_dispute; Quantified_mass; Quantity; Spatial_co-location; Supply; Text,602; 1818; 282; 218; 23; 900; 1799; 319; 363; 361; 199; 2860; 1608; 189; 2604; 2905; 1346; 298,1,1,procedure/task/notunemp_d1claim_level1.json
"In FTS, determine if there is a revised registration number for the claimant’s report issue:",18,Amounting_to; Be_subset_of; Cardinal_numbers; Coming_to_believe; Contingency; Control; Creating; Deciding; Emanating; Locative_relation; Point_of_dispute; Quantified_mass; Quantity; Reporting; Spatial_co-location; Statement; Supply; Text,602; 1818; 218; 23; 900; 1799; 319; 363; 361; 199; 1608; 189; 2604; 483; 2905; 43; 1346; 298,1,1,procedure/task/inputting_cr.json
"In FTS, determine if there is a revised registration number for the out of Canada issue:",18,Amounting_to; Be_subset_of; Cardinal_numbers; Coming_to_believe; Contingency; Control; Creating; Deciding; Emanating; Expected_location_of_person; Locative_relation; Point_of_dispute; Quantified_mass; Quantity; Sleep; Spatial_co-location; Supply; Text,602; 1818; 218; 23; 900; 1799; 319; 363; 361; 1619; 199; 1608; 189; 2604; 264; 2905; 1346; 298,2,1,procedure/task/out_canada_maternity_ben.json
"In FTS, determine if there is an A - Appeal lock showing on the Overpayment tab:",18,Appeal; Cause_to_perceive; Coming_to_believe; Condition_symptom_relation; Contingency; Control; Cotheme; Deciding; Evidence; Experiencer_obj; Finish_competition; Hair_configuration; Inhibit_movement; Locative_relation; Obviousness; Reasoning; Request; Spatial_co-location,504; 2161; 23; 2718; 900; 1799; 56; 363; 25; 47; 798; 126; 245; 199; 1360; 308; 41; 2905,1,1,procedure/task/performing_reconsideration_under_eia_112_eierb_apo.json
"In FTS, determine if there is an MA01 imposed for the not otherwise available issue on the file:",18,Coming_to_believe; Contingency; Control; Creating; Deciding; Emanating; Grooming; Locative_relation; Negation; Negative_conditional; Placing; Point_of_dispute; Removing; Self_motion; Spatial_co-location; Submitting_documents; Supply; Text,23; 900; 1799; 319; 363; 361; 159; 199; 2860; 2904; 62; 1608; 63; 64; 2905; 1521; 1346; 298,1,1,procedure/task/no_available_cc.json
"In FTS, determine if there was an outstanding initial registration number when the claim was cancelled:",18,Amounting_to; Be_subset_of; Cardinal_numbers; Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Desirability; Expertise; Locative_relation; Predicting; Quantified_mass; Quantity; Spatial_co-location; Statement; Usefulness; Version_sequence,602; 1818; 218; 550; 23; 900; 1799; 363; 354; 136; 199; 425; 189; 2604; 2905; 43; 726; 1960,1,1,procedure/task/pip_ccdwa.json
"In FTS, if an MA is not imposed but there is a revised registration number, select the Renewal/Revised (M106) transaction and complete the following:",18,Activity_finish; Amounting_to; Be_subset_of; Cardinal_numbers; Choosing; Commercial_transaction; Completeness; Compliance; Cotheme; Grasp; Locative_relation; Negation; Process_completed_state; Quantified_mass; Quantity; Relative_time; Spatial_co-location; Time_vector,165; 602; 1818; 218; 352; 177; 1534; 117; 56; 979; 199; 2860; 234; 189; 2604; 81; 2905; 379,1,1,procedure/task/availability_personal_act.json
"In FTS, if there is no registration number for the availability issue, select the Registration Number (M025, M030, M035) transaction and assign one as follows:",18,Amounting_to; Be_subset_of; Cardinal_numbers; Choosing; Commercial_transaction; Compliance; Cotheme; Creating; Emanating; Grasp; Locative_relation; Point_of_dispute; Quantified_mass; Quantity; Relative_time; Spatial_co-location; Supply; Text,602; 1818; 218; 352; 177; 117; 56; 319; 361; 979; 199; 1608; 189; 2604; 81; 2905; 1346; 298,1,1,procedure/task/availability_absence.json
"In FTS, on the Parental Benefits Validation screen, determine if the other parent’s SIN is linked to the client’s SIN:",18,Attaching; Being_attached; Cognitive_connection; Coming_to_believe; Commerce_buy; Condition_symptom_relation; Conferring_benefit; Contingency; Control; Deciding; Eclipse; Increment; Kinship; Make_cognitive_connection; Misdeed; Relating_concepts; Social_connection; Social_event,197; 307; 720; 23; 171; 2718; 2721; 900; 1799; 363; 652; 1001; 104; 252; 1100; 2060; 253; 125,22,4,procedure/task/conv_matpar.json; procedure/task/conv_regpar.json; procedure/task/conv_sickpar.json; procedure/task/converting_claim_from_ccb_to_parental_benefits.json
"In FTS, on the Payments tab, determine if the BPC of the new maternity benefits claim overlaps with weeks that were already processed or paid:",18,Age; Calendric_unit; Claim_ownership; Coming_to_believe; Commerce_pay; Conferring_benefit; Contingency; Control; Deciding; Degree; Degree_of_processing; Familiarity; Measure_duration; Predicting; Processing_materials; Social_event; Statement; Time_vector,972; 229; 550; 23; 180; 2721; 900; 1799; 363; 2001; 1159; 1597; 224; 425; 620; 125; 43; 379,1,1,procedure/task/covid19_converting_eierbcmb.json
"In FTS, review the Archived Operational Centre Memo (HM06) screen and determine if there is an Operational Centre Memo (MM06) transaction for the reviewed MA or the processed cycling claimant’s reports:",18,Being_in_operation; Being_operational; Coming_to_believe; Commercial_transaction; Contingency; Control; Deciding; Degree_of_processing; Eclipse; Locative_relation; Operate_vehicle; Placing; Processing_materials; Reporting; Spatial_co-location; Statement; Text; Using,880; 1200; 23; 177; 900; 1799; 363; 1159; 652; 199; 65; 62; 620; 483; 2905; 43; 298; 1141,1,1,procedure/task/actioning_ipoc_ma_cycling_claimant_report.json
