sentence,status,confidence,canonicalFrameCount,canonicalFrames,structuredKnowledge,rulesApplied,reviewCandidates,explicitlySuppressedFrames,rawFrameCount,rawFrames,occurrenceCount,sourceDocumentCount,sourceDocuments
Review the IC08 Case Summary screen to see the actions taken on the case.,canonical_frame,medium,1,Scrutiny,,fallback_Scrutiny,,,18,Categorization; Causation; Condition_symptom_relation; Containers; Criminal_investigation; Eclipse; Eventive_affecting; Experiencer_focus; Grasp; Instance; Intentionally_act; Measure_volume; Perception_experience; Reasoning; Reference_text; Relational_political_locales; Touring; Trial,7,7,procedure/task/adj_integrity_case_ps.json; procedure/task/aic_availability.json; procedure/task/aic_ccaj.json; procedure/task/aic_out_canada.json; procedure/task/aic_ref_fttaojo.json; procedure/task/aic_self_employed.json; procedure/task/aic_unreported_earnings.json
Review the information on file and determine if the following information is present:,canonical_frame,high,2,Coming_to_believe; Scrutiny,administrative_file_reference,administrative_file_not_grooming_or_placement; determine_from_evidence; fallback_Scrutiny,Submitting_documents,Contingency; Control; Deciding; Grooming; Placing,18,Cause_to_perceive; Coming_to_believe; Compliance; Condition_symptom_relation; Contingency; Control; Cotheme; Deciding; Grasp; Grooming; Information; Placing; Presence; Relative_time; Removing; Self_motion; Submitting_documents; Time_vector,20,12,procedure/task/all_bonuses.json; procedure/task/all_inc_monies.json; procedure/task/all_inc_monies_rc.json; procedure/task/all_lsupp.json; procedure/task/all_monies_sep.json; procedure/task/all_monies_sep_rc.json; procedure/task/all_vp.json; procedure/task/all_vp_rc.json; procedure/task/mod_all_inc_monies.json; procedure/task/mod_all_monies_sep.json; procedure/task/mod_all_vp.json; procedure/task/mod_lsppa.json
Review the information on file and determine if the following information present:,canonical_frame,high,2,Coming_to_believe; Scrutiny,administrative_file_reference,administrative_file_not_grooming_or_placement; determine_from_evidence; fallback_Scrutiny,Submitting_documents,Contingency; Control; Deciding; Grooming; Placing,18,Cause_to_perceive; Coming_to_believe; Compliance; Condition_symptom_relation; Contingency; Control; Cotheme; Deciding; Grasp; Grooming; Information; Placing; Presence; Relative_time; Removing; Self_motion; Submitting_documents; Time_vector,2,2,procedure/task/all_lsupp.json; procedure/task/all_lsupp_rc.json
Review the information to determine if the client meets the premiums threshold for at least 7 of the last 10 tax years:,canonical_frame,high,2,Coming_to_believe; Scrutiny,,determine_from_evidence; fallback_Scrutiny,Meet_specifications,Contingency; Control; Deciding,18,Assemble; Calendric_unit; Come_together; Coming_to_believe; Commerce_buy; Contingency; Control; Deciding; Duration_relation; Information; Locative_relation; Make_acquaintance; Measure_duration; Meet_specifications; Meet_with_response; Ordinal_numbers; Relative_time; Response,1,1,procedure/task/det_client_ltw.json
Review the IPOC REV WI and the claim to determine what T4E changes are required.,canonical_frame,high,2,Deciding; Scrutiny,,determine_administrative_decision; fallback_Scrutiny,Cause_change; Have_as_requirement; Imposing_obligation; Replacing,Coming_to_believe; Contingency; Control,18,Being_necessary; Cause_change; Change_tool; Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Entity; Exchange; Exchange_currency; Have_as_requirement; Imposing_obligation; Needing; Predicting; Replacing; Statement; Undergo_change,1,1,procedure/task/issuing_amended_t4e_ipoc.json
Review the ruling and determine if one of the following conditions is met:,needs_review,low,0,,,,Coming_to_believe; Deciding,,18,Being_in_control; Coming_to_believe; Compliance; Contingency; Control; Cotheme; Deciding; Documents; Dominate_situation; Grasp; Leadership; Legal_rulings; Medical_conditions; Relative_time; State_of_entity; Terms_of_agreement; Time_vector; Verdict,1,1,procedure/task/insurability_proc_ruling.json
Review the specific details of the calculation WI and take notes if necessary:,needs_review,low,0,,,,Have_as_requirement,,18,Becoming_aware; Being_necessary; Bringing; Capacity; Conquering; Create_physical_artwork; Have_as_requirement; Information; Ingest_substance; Opinion; Removing; Ride_vehicle; Sex; Specific_individual; Statement; Taking; Taking_time; Temporary_group,7,7,procedure/subactivity/det_crc_sb.json; procedure/subactivity/detcalc_ccb.json; procedure/subactivity/detcalc_mpb.json; procedure/subactivity/detcalc_pb.json; procedure/subactivity/detcalc_pcic.json; procedure/subactivity/detcalc_smp.json; procedure/subactivity/determining_reg_claim_ready.json
Search by Complexity level Show all Non-complex Level 1 Level 2 Submit Reset,canonical_frame,medium,1,Evidence,,fallback_Evidence,Scrutiny; Submitting_documents,,18,Building_subparts; Cause_to_perceive; Condition_symptom_relation; Cotheme; Destroying; Dimension; Evidence; Finish_competition; Giving_in; Gizmo; Obviousness; Part_ordered_segments; Quantified_mass; Quantity; Rank; Reasoning; Scrutiny; Submitting_documents,4,2,procedure/generic/wl_mgmt_proc.json; procedure/generic/wl_mgmt_rfr.json
"Select the appropriate option: If it is a benefits claim that must be cancelled in the new region because there are 2 active BPCs, select 92 - Purge and Recreate .",canonical_frame,high,2,Activity_stop; Imposing_obligation,,explicit_procedural_duty; stop_procedure_or_entitlement,,,18,Active_substance; Age; Alternatives; Being_active; Choosing; Claim_ownership; Conferring_benefit; Degree; Emptying; Familiarity; Locale; Locative_relation; Predicting; Removing; Social_event; Spatial_co-location; Statement; Suitability,1,1,procedure/generic/mm06_change_address_region.json
Select the Assignment of benefits - Modification (M136) transaction and complete only the following field:,needs_review,low,0,,,,Activity_finish; Cause_change,,18,Activity_finish; Being_obligated; Cause_change; Choosing; Commercial_transaction; Completeness; Compliance; Conferring_benefit; Cotheme; Fields; Grasp; Locale_by_event; Locale_by_use; Process_completed_state; Relative_time; Social_event; Sole_instance; Time_vector,1,1,procedure/task/inputting_aob.json
Select the Renewal/Revised (M106) transaction and impose a 1 - General suspension of benefits (stop payment) manual action (MA1) as follows:,canonical_frame,high,1,Activity_stop,,stop_procedure_or_entitlement,,Halt; Process_stop,18,Activity_stop; Appellations; Choosing; Commerce_pay; Commercial_transaction; Compliance; Conferring_benefit; Cotheme; Grasp; Halt; Intentionally_act; Leadership; Preventing_or_letting; Process_stop; Relative_time; Social_event; Text; Thwarting,1,1,procedure/task/actioning_parental_review_wi.json
"Sickness benefits provide compensation to a person who becomes incapable of work due to illness, injury or quarantine and who is otherwise available for work.",needs_review,low,0,,,,Being_employed,,18,Becoming; Being_employed; Being_operational; Capability; Conferring_benefit; Dimension; Experience_bodily_harm; Labor_product; Locale_by_use; Medical_conditions; Negative_conditional; People; Social_event; Suitability; Supply; Usefulness; Work; Working_a_post,1,1,procedure/generic/knowledge.json
SIN change cannot be input — Unable to reach the client for missing information,needs_review,low,0,,,,Cause_change; Replacing,,18,Arriving; Body_movement; Capability; Cause_change; Change_position_on_a_scale; Change_tool; Commerce_buy; Contacting; Exchange; Exchange_currency; Hit_or_miss; Information; Misdeed; Path_shape; Range; Replacing; Success_or_failure; Undergo_change,3,3,procedure/task/change_sin_init4less.json; procedure/task/change_sin_init4more.json; procedure/task/change_sin_ren.json
"Since the I of E is within 4 weeks, ACP registers the claim or, if ACP cannot determine the tentative BPC, it creates a Claim Set-Up (CS) Tentative BPC WI .",canonical_frame,high,2,Assessing; Cause_to_start,,determine_numeric_or_eligibility_assessment; fallback_Cause_to_start,Deciding,Coming_to_believe; Contingency; Control,18,Becoming_aware; Calendric_unit; Cause_to_start; Claim_ownership; Coming_to_believe; Contingency; Control; Creating; Deciding; Intentionally_create; Interior_profile_relation; Measure_duration; Predicting; Recording; Statement; Temporal_collocation; Time_vector; Within_distance,1,1,procedure/task/change_sin_init4less.json
"Since this is less than the $1 000 threshold, and both weeks in the period were originally paid EI ERB weeks, the officer reviews the preceding originally paid weeks to determine if more income has been reported.",canonical_frame,high,1,Assessing,,determine_numeric_or_eligibility_assessment,Deciding; Reporting,Coming_to_believe; Contingency; Control,18,Appellations; Attention_getting; Calendric_unit; Coming_to_believe; Contingency; Control; Deciding; Earnings_and_losses; Frequency; Increment; Leadership; Measure_duration; People_by_vocation; Quantified_mass; Relative_time; Reporting; Statement; Time_vector,1,1,procedure/task/actioning_erb_repayment.json
"Specialized officers can also contact QPIP to obtain information if there are problems connecting the FTS system with the Ministère de l’Emploi et de la Solidarité sociale database, which administers QPIP.",canonical_frame,medium,2,Communication; Receiving,,fallback_Receiving; fallback_Communication,,,18,Appellations; Attaching; Attention_getting; Communication; Contacting; Getting; Gizmo; Information; Leadership; Locative_relation; Make_cognitive_connection; People_by_vocation; Predicament; Relating_concepts; Set_of_interrelated_entities; Spatial_co-location; Spatial_contact; System,1,1,procedure/task/determining_pbr_opr_qpip.json
"Summary : When a Reminder (REM) WI is received to send the reconsideration file, the Non-complex officer sends the document by mail or electronically.",canonical_frame,high,1,Submitting_documents,,administrative_document_submission,Receiving,Grooming; Placing,18,Appellations; Armor; Attention_getting; Causation; Contacting; Documents; Evoking; Grooming; Leadership; People_by_vocation; Placing; Receiving; Recording; Removing; Self_motion; Sending; Sent_items; Submitting_documents,1,1,procedure/generic/exam-at-rev-env-doss-rev-review-rem-send-recon-file.json
Summary: A client has reported a change of address within the same region.,needs_review,low,0,,,,Cause_change; Replacing; Reporting; Resolve_problem,,18,Cause_change; Change_tool; Commerce_buy; Exchange; Exchange_currency; Identicality; Interior_profile_relation; Locale; Referring_by_name; Replacing; Reporting; Resolve_problem; Speak_on_topic; Statement; Temporal_collocation; Topic; Undergo_change; Within_distance,1,1,procedure/task/change_address_sr.json
Summary: A third party may send a written request to obtain information about a client’s file.,canonical_frame,high,4,Deny_or_grant_permission; Receiving; Request; Submitting_documents,,administrative_document_submission; fallback_Request; fallback_Receiving; fallback_Deny_or_grant_permission,,Grooming; Placing,18,Aggregate; Causation; Commerce_buy; Getting; Grooming; Information; Ordinal_numbers; Part_whole; Participation; Placing; Proportional_quantity; Removing; Request; Self_motion; Sending; Social_event; Submitting_documents; Topic,1,1,procedure/task/actioning_wtpr_fi.json
Summary: Clients may report a correction to a vacation pay amount they have already declared.,needs_review,low,0,,,,Reporting,,18,Amounting_to; Being_in_category; Commerce_buy; Commerce_pay; Giving_birth; Have_associated; Inclusion; Ingest_substance; Ingestion; Possession; Quantified_mass; Quantity; Reporting; Sex; Statement; Temporary_leave; Text; Time_vector,1,1,procedure/task/mod_all_vp.json
Summary: Clients may request a change to their tax deduction after their claim has been calculated and the tax deduction has been determined.,canonical_frame,high,2,Assessing; Request,,determine_numeric_or_eligibility_assessment; fallback_Request,Cause_change; Deciding; Replacing,Coming_to_believe; Contingency; Control,18,Cause_change; Change_tool; Claim_ownership; Coming_to_believe; Commerce_buy; Contingency; Control; Deciding; Exchange; Exchange_currency; Predicting; Purpose; Relative_time; Replacing; Request; Statement; Time_vector; Undergo_change,2,2,procedure/task/ctd_calculated.json; procedure/task/ctd_mps.json
