dataset,node_id,source_file,body_type,is_in_duplicate_pair,is_in_duplicate_or_included_pair,text_preview
KMT bodies FR,dita_body:eeb55542a0f37010a5a7,fr/KA-04472_FR/ka-04472_etape_2__determiner_les_enjeux_mise_a_jour.dita,conbody,no,no,"Les enjeux sont des questions qui surviennent à la suite de l'examen des preuves. Des mesures doivent être prises pour régler ces enjeux avant de pouvoir rendre une décision. Pour de plus amples renseignements, consultez PPIRPC – Développement de dossier (scénario) Il existe 4 catégories d'enjeux : Administratifs La demande ou la demande de réexamen est-elle valide et complète? Y a-t-il des tâches administratives en suspens? Juridiques Avez-vous la compétence pour procéder? Y a-t-il des limites "
KMT bodies FR,dita_body:69c3e4f7568860106cc9,fr/KA-05002_FR/ka-05002_correlations.dita,conbody,no,no,Corrélations dans le SERTI (scénario)
KMT bodies FR,dita_body:fcf994914ec6dfeb9f61,fr/KA-05459_FR/ka-05459_modifier_un_dossier_de_plus-paye_lie_au_d3135d58.dita,taskbody,no,no,"Dans Cúram, accédez au profil du client. Consultez Rechercher une personne dans Cúram (démarche) Rechercher une personne dans Cúram (démarche) Cliquez sur l'onglet Dossiers et demandes . Cliquez sur Dossiers dans la barre de navigation pour un ensemble de pages à gauche. Cliquez sur l'hyperlien devant le dossier de plus-payé lié aux prestations dans la colonne Référence. Le dossier s'ouvre dans un nouvel onglet. Cliquez sur Modifier… dans le coin supérieur droit de l'écran. La fenêtre Modifier l"
KMT bodies FR,dita_body:026b23f968296b665382,fr/KA-04305_FR/ka-04305_enfant_sous_les_responsabilites_decisio_20284892.dita,conbody,yes,yes,"Une entente de responsabilités décisionnelles et de temps parental « de fait » peut souvent inclure des relations ou des situations de courte durée où l'enfant est sous les responsabilités décisionnelles et le temps parental « de fait » d'un parent ou d'un ami de la famille (p. ex. frère ou sœur plus âgé, grands-parents, parrain ou marraine). Une entente de responsabilités décisionnelles et de temps parental « de fait » peut aussi être conclue quand un cotisant épouse ou devient le conjoint de f"
KMT bodies FR,dita_body:849e7a6d503ba902be39,fr/KA-04998_FR/ka-04998_ce_quil_faut_faire.dita,taskbody,no,no,"Examiner l’écran Ajustement de recalcul (ADJ) Vous devez utiliser l’écran Ajustement de recalcul (ADJ) uniquement lorsque le compte ne peut pas être équilibré à l’aide de l’écran Saisie de recalcul (CAL). Consultez la liste des situations ci-dessous. Si un ajustement qui ne correspond pas aux exceptions énumérées a été effectué, vous devrez peut-être l’annuler avant d’équilibrer le compte sur l’écran CAL. Seulement lorsque l’une des exceptions énumérées ci-dessous est identifiée, utiliser l’écra"
KMT bodies FR,dita_body:db27c5ffedae522c1000,fr/KA-05369_FR/ka-05369_etats_des_paiements.dita,conbody,no,no,De nouveaux états des paiements ont été ajoutés au SMGP pour que soit prise en charge la fonctionnalité de paiement périodique. États précédents Payé Reporté Annulé Payé en vrac Envoyé au SNP Nouveaux états Payé Reporté Annulé Payé en bloc Envoyé au SNP Sous le seuil Émis – mensuel Émis – bimensuel Émis – trimestriel Émis – semestriel Émis – annuelle Annulé – interne En attente – mensuel En attente – bimensuel En attente – trimestriel En attente – semestriel En attente – annuel Les nouveaux état
KMT bodies FR,dita_body:78283db78f7c041294f8,fr/KA-01815_FR/ka-01815_lincapacite.dita,conbody,yes,yes,"La disposition en matière d'incapacité permet de considérer qu'une demande a été reçue avant la date de réception réelle. Dans les cas d'incapacité,la première date possible du début de l'invalidité est alors fondée sur la date qui est réputée être celle de la demande. Pour de plus amples renseignements, consultez Évaluer l’incapacité (démarche)"
KMT bodies FR,dita_body:2d991ae32869cdb1f2f4,fr/KA-01718_FR/ka-01718_retrait_dune_demande_de_reexamen.dita,conbody,yes,yes,Le client ou son représentant légal peut retirer une demande de réexamen. La demande doit être : faite par écrit; datée et signée; et être reçue avant qu'une décision ne soit prise. Consultez Réexamen (politique)
KMT bodies FR,dita_body:48491e89cdf680093f40,fr/KA-01265_FR/ka-01265_ce_quil_faut_savoir.dita,conbody,yes,yes,"Les plus-payés sont remis dans les situations suivantes : la dette ne pourra raisonnablement pas être recouvrée dans un avenir rapproché; il n’est pas rentable de poursuivre les tentatives de recouvrement de la dette; le plus-payé est le résultat d’un avis erroné ou d’une erreur administrative; le remboursement de la dette entraînerait des difficultés excessives permanentes pour le débiteur. Pour toutes les dettes de moins de 25 000 $, vous devez compléter le formulaire Décision de remise ou de "
KMT bodies FR,dita_body:d922418b2ba7fa33ca46,fr/KA-01625_FR/ka-01625_calcul_du_versement_mensuel_dune_pension_de_ret.dita,conbody,no,yes,Consultez Calcul des prestations du RPC (connaissances)
KMT bodies FR,dita_body:4d4db030ad7647bc2ce1,fr/KA-04384_FR/ka-04384_politique.dita,conbody,no,yes,Le rétablissement automatique (RA) est une mesure incitative qui offre une sécurité financière aux prestataires des prestations d'invalidité du RPC qui n'ont pas réussi leur : retour au travail; participation à des activités éducatives; ou participation à des activités bénévoles. Le RA permet aux anciens prestataires de prestations d'invalidité du RPC qui satisfont aux critères d'admissibilité du RA de rétablir leur prestation d'invalidité du RPC s'ils sont incapables de continuer à travailler o
KMT bodies FR,dita_body:4bcb7b7ca3f74b670f79,fr/KA-02164_FR/ka-02164_resume.dita,conbody,no,yes,Ce rapport énumère les comptes pour lesquels les prestations d'un survivant de moins de 45 ans sont réduites en raison de la fin de la dépendance ou de la fin de l’invalidité. Il identifie les comptes de survivant ayant une réduction en raison d’une fin de dépendance d’un survivant âgé de moins de 45 ans .
KMT bodies FR,dita_body:d23d6363624f1d0f8d86,fr/KA-01782_FR/ka-01782_calcul_de_la_residence.dita,conbody,no,no,"Le taux du droit à la prestation du demandeur est déterminé une fois que vous aurez validé et calculé les périodes de résidence et de résidence réputée au Canada du demandeur. N'incluez pas de périodes d'absence du Canada dans le calcul de la résidence. Les périodes de présence au Canada ne sont également pas comprises dans le calcul; toutefois, ces périodes peuvent être considérées dans l'établissement de l'admissibilité en vertu de la règle du 3 pour 1. L'outil Feuille de calcul de la résidenc"
KMT bodies FR,dita_body:60b0c5cd8cc4bcbb276f,fr/KA-02255_FR/ka-02255_sagit-il_dun_compte_actif_ou_une_reeval_a558288e.dita,conbody,yes,yes,"Dans le SERTI , examinez l’écran Prestations du client pour déterminer la présence d’un SRG, d’une ALC ou d’une ALCS . Si le statut de la prestation du SRG, de l’ ALC ou de l’ ALCS est Actif , Futur/En attente ou Suspendu , renvoyez le compte au programme de la SV aux fins d’examen. Utilisez le formulaire de renvoi et soumettez-le au centre de traitement régional de la SV approprié. Lorsque l’action est complétée, passez à la section Y a-t-il une indication que cette dette a été communiquée ? ci"
KMT bodies FR,dita_body:9a0be27aedff17fc7e2e,fr/KA-04660_FR/ka-04660_monetaire__impots_remboursements_presta_5b1b8c5a_4.dita,conbody,yes,yes,Prestations non versées à la date du décès pour les pensions du RPC et de la SV Prestations non versées à la date du décès pour les pensions du RPC et de la SV Ordre de priorité des retenues Ordre de priorité des retenues Remboursement des prestations – Assureurs/administration provinciale/municipale/fédérale Remboursement des prestations – Assureurs/administration provinciale/municipale/fédérale Compensations statuaires externes Compensations statuaires externes Retenues volontaires d'impôt et 
KMT bodies FR,dita_body:e51958a8d53af2266215,fr/KA-05050_FR/ka-05050_evenements_a_prendre_en_consideration_p_9f406c3c.dita,conbody,no,yes,Perte d'un revenu d'emploi ou d'un travail autonome Les personnes peuvent se voir accorder une option lorsqu'elles cessent d'occuper un emploi ou d'exploiter une entreprise. Les personnes prennent leur « retraite aux fins de l'option » lorsqu'elles ne perçoivent plus de revenu d'un emploi ou à la fin du mois au cours duquel elles cessent activement d'exploiter une entreprise. Retraite d'un employé Les personnes sont considérées comme « retraitées » de leur emploi lorsque leur relation régulière 
KMT bodies FR,dita_body:797cbff23a33ec01788c,fr/KA-01070_FR/ka-01070_clients_decedes_2.dita,conbody,yes,yes,"Les feuillets de renseignements fiscaux destinés aux clients décédés de la SV sont produits annuellement avec tous les autres feuillets de renseignements fiscaux de la SV. Si un représentant de la succession demande des feuillets de renseignements fiscaux qui n’ont pas encore été produits, le Ministère peut offrir de fournir la lettre SV – RPC, Confirmation des montants payés au défunt (ISS-0053) à la succession. La lettre ISS-0053 confirme le montant des prestations de SV du client. S’il n’y a "
KMT bodies FR,dita_body:a1cc53115e4e319eb869,fr/KA-01227_FR/ka-01227_ce_quil_faut_savoir.dita,conbody,yes,yes,"Vous n'êtes plus tenu de signer les demandes qui comportent la section À l'usage exclusif du bureau . Votre identifiant numérique unique est traçable dans les systèmes de traitement applicables. Vous devez ensuite ajouter une note dans le SERTI qui inclut la décision d'accorder ou de refuser la demande et la date à laquelle la décision a été prise. Consultez Notes du SERTI – Examiner, ajouter et supprimer (démarche)"
KMT bodies FR,dita_body:9cd87fa193e30a00546f,fr/KA-02353_FR/ka-02353_statut_legal_declare_dans_une_demande.dita,conbody,no,yes,"Le demandeur doit indiquer son statut légal dans sa demande de pension de la SV et sur sa demande de prestation d' ALC et d' ALCS . La déclaration de statut légal du demandeur doit être faite par écrit, à moins que l'exigence n'ait été levée par l'entremise de l'inscription automatique à la pension de la SV. Vous devez valider la déclaration du statut légal du demandeur afin de déterminer son admissibilité à une pension de la SV ou à des prestations d' ALC ou d' ALCS ."
KMT bodies FR,dita_body:39e461298cdc0d637c20,fr/KA-05445_FR/ka-05445_resume.dita,conbody,no,no,Cette procédure vous fournit les étapes à suivre pour ajouter dans Cúram un formulaire de prestation d' ALC ou ALCS reçu d'un demandeur.
KMT bodies FR,dita_body:f2efe80959e72feda473,fr/KA-05281_FR/ka-05281_lois_et_reglements.dita,refbody,no,yes,Régime de pensions du Canada Article 44 – Calcul minimum de la période d'admissibilité Article 49 – Période de cotisation
